Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap,year,round
2026-06-14 13:20:32,Other,FIA STEWARDS: TURN 12 INCIDENT INVOLVING CARS 31 (OCO) AND 5 (BOR) REVIEWED NO FURTHER INVESTIGATION - FORCING ANOTHER DRIVER OFF THE TRACK (15:04:44),,,,,,13.0,2026,7
2026-06-14 13:21:29,Flag,CLEAR IN TRACK SECTOR 12,,CLEAR,Sector,12.0,,13.0,2026,7
2026-06-14 13:23:21,Other,FIA STEWARDS: INCIDENT INVOLVING CAR 23 (ALB) WILL BE INVESTIGATED AFTER THE RACE - STARTING PROCEDURE INFRINGEMENT (14:59:45),,,,,,15.0,2026,7
2026-06-14 13:24:44,Other,INCIDENT INVOLVING CAR 55 (SAI) NOTED - STARTING PROCEDURE INFRINGEMENT,,,,,,16.0,2026,7
2026-06-14 13:25:46,Flag,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 15:25:45,,BLUE,Driver,,77.0,16.0,2026,7
2026-06-14 13:33:18,Flag,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 15:33:17,,BLUE,Driver,,14.0,22.0,2026,7
2026-06-14 13:33:38,Flag,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 15:33:38,,BLUE,Driver,,14.0,22.0,2026,7
2026-06-14 13:34:19,Other,FIA STEWARDS: INCIDENT INVOLVING CAR 55 (SAI) WILL BE INVESTIGATED AFTER THE RACE - STARTING PROCEDURE INFRINGEMENT (15:01:09),,,,,,23.0,2026,7
2026-06-14 13:34:41,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:34:40,,BLUE,Driver,,11.0,23.0,2026,7
2026-06-14 13:34:42,Other,CAR 12 (ANT) TIME 1:22.049 DELETED - TRACK LIMITS AT TURN 10 LAP 20 15:31:08,,,,,,23.0,2026,7
2026-06-14 13:35:20,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:35:20,,BLUE,Driver,,11.0,23.0,2026,7
2026-06-14 13:36:15,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:36:14,,BLUE,Driver,,11.0,24.0,2026,7
2026-06-14 13:36:48,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:36:48,,BLUE,Driver,,11.0,24.0,2026,7
2026-06-14 13:37:07,Flag,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 15:37:06,,BLUE,Driver,,23.0,25.0,2026,7
2026-06-14 13:37:35,Flag,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 15:37:34,,BLUE,Driver,,23.0,25.0,2026,7
2026-06-14 13:38:20,Flag,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 15:38:20,,BLUE,Driver,,23.0,26.0,2026,7
2026-06-14 13:38:30,Flag,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 15:38:29,,BLUE,Driver,,23.0,26.0,2026,7
2026-06-14 13:38:31,Other,CAR 12 (ANT) TIME 1:22.677 DELETED - TRACK LIMITS AT TURN 10 LAP 25 15:38:00,,,,,,26.0,2026,7
2026-06-14 13:38:43,Flag,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 15:38:43,,BLUE,Driver,,23.0,26.0,2026,7
2026-06-14 13:38:53,Other,CAR 43 (COL) TIME 1:25.027 DELETED - TRACK LIMITS AT TURN 13 LAP 24 15:37:47,,,,,,26.0,2026,7
2026-06-14 13:39:05,Flag,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 15:39:04,,BLUE,Driver,,87.0,26.0,2026,7
2026-06-14 13:39:48,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:39:48,,BLUE,Driver,,11.0,27.0,2026,7
2026-06-14 13:40:21,Flag,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 15:40:21,,BLUE,Driver,,87.0,27.0,2026,7
2026-06-14 13:40:23,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:40:23,,BLUE,Driver,,11.0,27.0,2026,7
2026-06-14 13:40:49,Flag,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 15:40:49,,BLUE,Driver,,87.0,27.0,2026,7
2026-06-14 13:41:05,Flag,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 15:41:04,,BLUE,Driver,,87.0,28.0,2026,7
2026-06-14 13:41:17,Flag,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 15:41:16,,BLUE,Driver,,87.0,28.0,2026,7
2026-06-14 13:41:30,Flag,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 15:41:29,,BLUE,Driver,,31.0,28.0,2026,7
2026-06-14 13:42:36,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:42:36,,BLUE,Driver,,11.0,29.0,2026,7
2026-06-14 13:42:45,Flag,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 15:42:45,,BLUE,Driver,,31.0,29.0,2026,7
2026-06-14 13:42:52,Other,CAR 12 (ANT) TIME 1:22.055 DELETED - TRACK LIMITS AT TURN 10 LAP 28 15:42:07,,,,,,29.0,2026,7
2026-06-14 13:43:01,Flag,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 15:43:01,,BLUE,Driver,,23.0,29.0,2026,7
2026-06-14 13:43:09,Flag,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 15:43:08,,BLUE,Driver,,14.0,29.0,2026,7
2026-06-14 13:43:13,Flag,BLACK AND WHITE FLAG FOR CAR 12 (ANT) - TRACK LIMITS,,BLACK AND WHITE,Driver,,12.0,29.0,2026,7
2026-06-14 13:43:16,Flag,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 15:43:15,,BLUE,Driver,,23.0,29.0,2026,7
2026-06-14 13:43:22,Flag,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 15:43:22,,BLUE,Driver,,31.0,29.0,2026,7
2026-06-14 13:44:43,Flag,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 15:44:42,,BLUE,Driver,,23.0,30.0,2026,7
2026-06-14 13:44:44,Flag,WAVED BLUE FLAG FOR CAR 41 (LIN) TIMED AT 15:44:44,,BLUE,Driver,,41.0,30.0,2026,7
2026-06-14 13:45:05,Flag,WAVED BLUE FLAG FOR CAR 41 (LIN) TIMED AT 15:45:04,,BLUE,Driver,,41.0,30.0,2026,7
2026-06-14 13:45:12,Flag,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 15:45:11,,BLUE,Driver,,5.0,30.0,2026,7
2026-06-14 13:45:16,Flag,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 15:45:15,,BLUE,Driver,,5.0,31.0,2026,7
2026-06-14 13:45:52,Flag,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 15:45:51,,BLUE,Driver,,55.0,31.0,2026,7
2026-06-14 13:46:06,Flag,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 15:46:06,,BLUE,Driver,,23.0,31.0,2026,7
2026-06-14 13:46:38,Other,CAR 23 (ALB) TIME 1:25.213 DELETED - TRACK LIMITS AT TURN 4 LAP 26 15:40:13,,,,,,32.0,2026,7
2026-06-14 13:46:54,Flag,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 15:46:53,,BLUE,Driver,,5.0,32.0,2026,7
2026-06-14 13:46:59,Flag,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 15:46:59,,BLUE,Driver,,55.0,32.0,2026,7
2026-06-14 13:47:23,Other,CAR 30 (LAW) TIME 1:25.033 DELETED - TRACK LIMITS AT TURN 13 LAP 30 15:46:12,,,,,,32.0,2026,7
2026-06-14 13:47:32,Flag,WAVED BLUE FLAG FOR CAR 41 (LIN) TIMED AT 15:47:32,,BLUE,Driver,,41.0,32.0,2026,7
2026-06-14 13:47:35,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:47:34,,BLUE,Driver,,11.0,32.0,2026,7
2026-06-14 13:47:38,Flag,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 15:47:38,,BLUE,Driver,,31.0,32.0,2026,7
2026-06-14 13:48:03,Flag,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 15:48:02,,BLUE,Driver,,31.0,33.0,2026,7
2026-06-14 13:48:09,Flag,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 15:48:09,,BLUE,Driver,,31.0,33.0,2026,7
2026-06-14 13:48:50,Flag,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 15:48:50,,BLUE,Driver,,87.0,33.0,2026,7
2026-06-14 13:49:42,Flag,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 15:49:41,,BLUE,Driver,,5.0,34.0,2026,7
2026-06-14 13:50:42,Flag,WAVED BLUE FLAG FOR CAR 41 (LIN) TIMED AT 15:50:42,,BLUE,Driver,,41.0,34.0,2026,7
2026-06-14 13:50:50,Other,CAR 43 (COL) TIME 1:25.632 DELETED - TRACK LIMITS AT TURN 2 LAP 33 15:49:24,,,,,,35.0,2026,7
2026-06-14 13:51:37,Flag,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 15:51:36,,BLUE,Driver,,31.0,35.0,2026,7
2026-06-14 13:52:12,Flag,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 15:52:12,,BLUE,Driver,,87.0,36.0,2026,7
2026-06-14 13:52:30,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:52:30,,BLUE,Driver,,11.0,36.0,2026,7
2026-06-14 13:52:30,Flag,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 15:52:30,,BLUE,Driver,,43.0,36.0,2026,7
2026-06-14 13:52:55,Flag,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 15:52:54,,BLUE,Driver,,55.0,36.0,2026,7
2026-06-14 13:54:05,Flag,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 15:54:04,,BLUE,Driver,,14.0,37.0,2026,7
2026-06-14 13:54:48,Flag,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 15:54:48,,BLUE,Driver,,87.0,37.0,2026,7
2026-06-14 13:55:22,Flag,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 15:55:22,,BLUE,Driver,,87.0,38.0,2026,7
2026-06-14 13:55:38,Flag,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 15:55:37,,BLUE,Driver,,30.0,38.0,2026,7
2026-06-14 13:56:04,Flag,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 15:56:04,,BLUE,Driver,,30.0,38.0,2026,7
2026-06-14 13:56:22,Flag,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 15:56:21,,BLUE,Driver,,30.0,39.0,2026,7
2026-06-14 13:56:33,Flag,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 15:56:32,,BLUE,Driver,,43.0,39.0,2026,7
2026-06-14 13:56:54,Flag,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 15:56:53,,BLUE,Driver,,43.0,39.0,2026,7
2026-06-14 13:57:01,Flag,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 15:57:00,,BLUE,Driver,,87.0,39.0,2026,7
2026-06-14 13:57:10,Flag,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 15:57:09,,BLUE,Driver,,10.0,39.0,2026,7
2026-06-14 13:58:30,Flag,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 15:58:29,,BLUE,Driver,,5.0,40.0,2026,7
2026-06-14 13:58:31,Flag,YELLOW IN TRACK SECTOR 10,,YELLOW,Sector,10.0,,40.0,2026,7
2026-06-14 13:59:03,SafetyCar,VSC DEPLOYED,DEPLOYED,,,,,41.0,2026,7
2026-06-14 13:59:15,Flag,DOUBLE YELLOW IN TRACK SECTOR 10,,DOUBLE YELLOW,Sector,10.0,,41.0,2026,7
2026-06-14 13:59:23,Other,MARSHALS ON TRACK AT TURN 9,,,,,,41.0,2026,7
2026-06-14 13:59:27,Other,CAR 81 (PIA) TIME 1:22.113 DELETED - TRACK LIMITS AT TURN 14 LAP 38 15:57:01,,,,,,41.0,2026,7
2026-06-14 14:01:18,Flag,CLEAR IN TRACK SECTOR 10,,CLEAR,Sector,10.0,,42.0,2026,7
2026-06-14 14:01:20,SafetyCar,VSC ENDING,ENDING,,,,,42.0,2026,7
2026-06-14 14:01:31,Flag,TRACK CLEAR,,CLEAR,Track,,,42.0,2026,7
2026-06-14 14:01:31,Flag,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 16:01:31,,BLUE,Driver,,87.0,42.0,2026,7
2026-06-14 14:01:39,Flag,WAVED BLUE FLAG FOR CAR 41 (LIN) TIMED AT 16:01:39,,BLUE,Driver,,41.0,42.0,2026,7
2026-06-14 14:01:43,Flag,WAVED BLUE FLAG FOR CAR 41 (LIN) TIMED AT 16:01:43,,BLUE,Driver,,41.0,42.0,2026,7
2026-06-14 14:02:01,Flag,WAVED BLUE FLAG FOR CAR 41 (LIN) TIMED AT 16:02:01,,BLUE,Driver,,41.0,42.0,2026,7
2026-06-14 14:02:26,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:02:25,,BLUE,Driver,,11.0,42.0,2026,7
2026-06-14 14:03:03,Flag,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 16:03:03,,BLUE,Driver,,55.0,43.0,2026,7
2026-06-14 14:03:06,Flag,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 16:03:06,,BLUE,Driver,,5.0,43.0,2026,7
2026-06-14 14:03:28,Flag,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 16:03:28,,BLUE,Driver,,55.0,43.0,2026,7
2026-06-14 14:03:41,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:03:40,,BLUE,Driver,,11.0,43.0,2026,7
2026-06-14 14:04:01,Other,INCIDENT INVOLVING CAR 44 (HAM) NOTED - YELLOW FLAG INFRINGEMENT (15:38:31),,,,,,44.0,2026,7
2026-06-14 14:04:13,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:04:12,,BLUE,Driver,,11.0,44.0,2026,7
2026-06-14 14:04:28,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:04:27,,BLUE,Driver,,11.0,44.0,2026,7
2026-06-14 14:04:44,Flag,WAVED BLUE FLAG FOR CAR 41 (LIN) TIMED AT 16:04:44,,BLUE,Driver,,41.0,44.0,2026,7
2026-06-14 14:05:19,Other,CAR 10 (GAS) TIME 1:21.708 DELETED - TRACK LIMITS AT TURN 13 LAP 42 16:03:58,,,,,,45.0,2026,7
2026-06-14 14:05:46,Flag,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 16:05:45,,BLUE,Driver,,55.0,45.0,2026,7
2026-06-14 14:06:16,Other,INCIDENT INVOLVING CAR 43 (COL) NOTED - YELLOW FLAG INFRINGEMENT (15:58:53),,,,,,45.0,2026,7
2026-06-14 14:07:11,Other,UPDATE: INCIDENT INVOLVING CAR 44 (HAM) NOTED - YELLOW FLAG INFRINGEMENT (15:58:31),,,,,,46.0,2026,7
2026-06-14 14:07:39,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:07:39,,BLUE,Driver,,11.0,46.0,2026,7
2026-06-14 14:09:27,Flag,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:09:27,,BLUE,Driver,,31.0,48.0,2026,7
2026-06-14 14:10:16,Flag,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 16:10:16,,BLUE,Driver,,30.0,48.0,2026,7
2026-06-14 14:10:20,Other,FIA STEWARDS: INCIDENT INVOLVING CAR 44 (HAM) REVIEWED NO FURTHER INVESTIGATION - YELLOW FLAG INFRINGEMENT (15:58:31),,,,,,48.0,2026,7
2026-06-14 14:10:49,Flag,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 16:10:48,,BLUE,Driver,,30.0,49.0,2026,7
2026-06-14 14:12:14,Flag,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:12:13,,BLUE,Driver,,43.0,50.0,2026,7
2026-06-14 14:12:33,Flag,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:12:33,,BLUE,Driver,,43.0,50.0,2026,7
2026-06-14 14:13:04,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:13:03,,BLUE,Driver,,11.0,50.0,2026,7
2026-06-14 14:13:37,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:13:37,,BLUE,Driver,,11.0,51.0,2026,7
2026-06-14 14:14:15,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:14:14,,BLUE,Driver,,11.0,51.0,2026,7
2026-06-14 14:14:25,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:14:24,,BLUE,Driver,,11.0,51.0,2026,7
2026-06-14 14:15:14,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:15:13,,BLUE,Driver,,11.0,52.0,2026,7
2026-06-14 14:15:58,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:15:57,,BLUE,Driver,,11.0,52.0,2026,7
2026-06-14 14:16:10,Flag,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 16:16:10,,BLUE,Driver,,30.0,53.0,2026,7
2026-06-14 14:16:43,Flag,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 16:16:43,,BLUE,Driver,,10.0,53.0,2026,7
2026-06-14 14:17:30,Flag,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 16:17:29,,BLUE,Driver,,23.0,54.0,2026,7
2026-06-14 14:17:33,Flag,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:17:33,,BLUE,Driver,,31.0,54.0,2026,7
2026-06-14 14:18:17,Flag,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:18:16,,BLUE,Driver,,43.0,54.0,2026,7
2026-06-14 14:18:28,Flag,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 16:18:27,,BLUE,Driver,,10.0,54.0,2026,7
2026-06-14 14:21:21,Other,CAR 23 (ALB) TIME 1:28.019 DELETED - TRACK LIMITS AT TURN 4 LAP 25 15:38:43,,,,,,56.0,2026,7
2026-06-14 14:21:44,Flag,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 16:21:43,,BLUE,Driver,,23.0,57.0,2026,7
2026-06-14 14:21:49,Flag,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:21:48,,BLUE,Driver,,31.0,57.0,2026,7
2026-06-14 14:22:04,Flag,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:22:03,,BLUE,Driver,,31.0,57.0,2026,7
2026-06-14 14:22:10,Flag,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 16:22:10,,BLUE,Driver,,87.0,57.0,2026,7
2026-06-14 14:22:12,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:22:12,,BLUE,Driver,,11.0,57.0,2026,7
2026-06-14 14:22:21,Flag,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:22:21,,BLUE,Driver,,31.0,57.0,2026,7
2026-06-14 14:22:24,Flag,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 16:22:24,,BLUE,Driver,,87.0,57.0,2026,7
2026-06-14 14:22:36,Other,FIA STEWARDS: INCIDENT INVOLVING CAR 43 (COL) WILL BE INVESTIGATED AFTER THE RACE - YELLOW FLAG INFRINGEMENT (15:58:53),,,,,,57.0,2026,7
2026-06-14 14:22:41,Flag,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 16:22:41,,BLUE,Driver,,87.0,57.0,2026,7
2026-06-14 14:23:01,Flag,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 16:23:01,,BLUE,Driver,,87.0,58.0,2026,7
2026-06-14 14:23:23,Flag,WAVED BLUE FLAG FOR CAR 6 (HAD) TIMED AT 16:23:22,,BLUE,Driver,,6.0,58.0,2026,7
2026-06-14 14:28:08,Flag,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 16:28:08,,BLUE,Driver,,55.0,61.0,2026,7
2026-06-14 14:28:18,Flag,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 16:28:18,,BLUE,Driver,,55.0,62.0,2026,7
2026-06-14 14:28:30,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:28:30,,BLUE,Driver,,11.0,62.0,2026,7
2026-06-14 14:29:33,Flag,YELLOW IN TRACK SECTOR 7,,YELLOW,Sector,7.0,,63.0,2026,7
2026-06-14 14:29:35,Flag,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:29:34,,BLUE,Driver,,31.0,63.0,2026,7
2026-06-14 14:29:45,Flag,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 16:29:44,,BLUE,Driver,,87.0,63.0,2026,7
2026-06-14 14:29:52,Flag,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 16:29:51,,BLUE,Driver,,5.0,63.0,2026,7
2026-06-14 14:29:52,SafetyCar,VSC DEPLOYED,DEPLOYED,,,,,63.0,2026,7
2026-06-14 14:30:08,Other,MARSHALS ON TRACK AT TURN 5,,,,,,63.0,2026,7
2026-06-14 14:30:11,Flag,DOUBLE YELLOW IN TRACK SECTOR 7,,DOUBLE YELLOW,Sector,7.0,,63.0,2026,7
2026-06-14 14:31:50,Other,CAR 16 (LEC) LAP DELETED - TRACK LIMITS AT TURN 2 LAP 62 16:29:09 (PIT),,,,,,64.0,2026,7
2026-06-14 14:33:32,Flag,CLEAR IN TRACK SECTOR 7,,CLEAR,Sector,7.0,,65.0,2026,7
2026-06-14 14:33:35,SafetyCar,VSC ENDING,ENDING,,,,,65.0,2026,7
2026-06-14 14:33:45,Flag,TRACK CLEAR,,CLEAR,Track,,,65.0,2026,7
2026-06-14 14:33:56,Other,CAR 30 (LAW) TIME 1:23.625 DELETED - TRACK LIMITS AT TURN 13 LAP 60 16:29:09,,,,,,65.0,2026,7
2026-06-14 14:33:59,Flag,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 16:33:58,,BLUE,Driver,,5.0,65.0,2026,7
2026-06-14 14:35:25,Other,CAR 12 (ANT) TIME 1:23.882 DELETED - TRACK LIMITS AT TURN 10 LAP 10 15:16:59,,,,,,66.0,2026,7
2026-06-14 14:35:31,Other,INCIDENT INVOLVING CAR 12 (ANT) NOTED - TRACK LIMITS,,,,,,66.0,2026,7
2026-06-14 14:35:56,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,66.0,2026,7
2026-06-14 14:36:14,Other,FIA STEWARDS: INCIDENT INVOLVING CAR 12 (ANT) WILL BE INVESTIGATED AFTER THE RACE - TRACK LIMITS,,,,,,66.0,2026,7
2026-06-14 14:36:32,Other,ALL PASS HOLDERS MAY ACCESS THE PIT LANE,,,,,,66.0,2026,7
2025-10-05 11:16:40,Flag,DOUBLE YELLOW IN TRACK SECTOR 2,,DOUBLE YELLOW,Sector,2.0,,1.0,2025,18
2025-10-05 11:16:41,Other,DRS DISABLED IN ZONE 4,,,,,,1.0,2025,18
2025-10-05 11:16:55,Other,DRS ENABLED IN ZONE 4,,,,,,1.0,2025,18
2025-10-05 11:16:55,Flag,CLEAR IN TRACK SECTOR 2,,CLEAR,Sector,2.0,,1.0,2025,18
2025-10-05 11:20:01,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,1.0,2025,18
2025-10-05 11:22:00,Flag,DOUBLE YELLOW IN TRACK SECTOR 16,,DOUBLE YELLOW,Sector,16.0,,1.0,2025,18
2025-10-05 11:22:01,Other,DRS DISABLED IN ZONE 4,,,,,,1.0,2025,18
2025-10-05 11:22:09,Flag,CLEAR IN TRACK SECTOR 16,,CLEAR,Sector,16.0,,1.0,2025,18
2025-10-05 11:22:09,Other,DRS ENABLED IN ZONE 4,,,,,,1.0,2025,18
2025-10-05 11:26:48,Other,INCIDENT INVOLVING CAR 23 (ALB) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – PRACTICE START INFRINGEMENT,,,,,,1.0,2025,18
2025-10-05 11:30:01,Other,PIT EXIT CLOSED,,,,,,1.0,2025,18
2025-10-05 11:31:57,Other,FIA STEWARDS: INCIDENT INVOLVING CAR 23 (ALB) WILL BE INVESTIGATED AFTER THE RACE - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – PRACTICE START INFRINGEMENT,,,,,,1.0,2025,18
2025-10-05 11:39:51,Flag,DOUBLE YELLOW IN TRACK SECTOR 4,,DOUBLE YELLOW,Sector,4.0,,1.0,2025,18
2025-10-05 11:39:52,Other,DRS DISABLED IN ZONE 1,,,,,,1.0,2025,18
2025-10-05 11:43:00,Other,DRS ENABLED IN ZONE 1,,,,,,1.0,2025,18
2025-10-05 11:43:00,Flag,CLEAR IN TRACK SECTOR 4,,CLEAR,Sector,4.0,,1.0,2025,18
2025-10-05 11:45:12,Other,RISK OF RAIN FOR F1 RACE IS 30%,,,,,,1.0,2025,18
2025-10-05 11:57:04,Drs,DRS DISABLED,DISABLED,,,,,1.0,2025,18
2025-10-05 12:03:32,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,1.0,2025,18
2025-10-05 12:05:16,Drs,DRS ENABLED,ENABLED,,,,,2.0,2025,18
2025-10-05 12:05:31,Other,TURN 1 INCIDENT INVOLVING CARS 6 (HAD) AND 87 (BEA) NOTED - CAUSING A COLLISION,,,,,,2.0,2025,18
2025-10-05 12:07:07,Other,FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 6 (HAD) AND 87 (BEA) REVIEWED NO FURTHER INVESTIGATION - CAUSING A COLLISION,,,,,,3.0,2025,18
2025-10-05 12:07:17,Other,LAP 1 TURN 3 INCIDENT INVOLVING CARS 4 (NOR) AND 81 (PIA) NOTED - CAUSING A COLLISION,,,,,,3.0,2025,18
2025-10-05 12:08:58,Other,FIA STEWARDS: LAP 1 TURN 3 INCIDENT INVOLVING CARS 4 (NOR) AND 81 (PIA) REVIEWED NO FURTHER INVESTIGATION - CAUSING A COLLISION,,,,,,4.0,2025,18
2025-10-05 12:12:16,Other,CAR 12 (ANT) TIME 1:38.206 DELETED - TRACK LIMITS AT TURN 2 LAP 4 20:08:48,,,,,,6.0,2025,18
2025-10-05 12:14:39,Flag,DOUBLE YELLOW IN TRACK SECTOR 5,,DOUBLE YELLOW,Sector,5.0,,7.0,2025,18
2025-10-05 12:14:40,Other,DRS DISABLED IN ZONE 1,,,,,,7.0,2025,18
2025-10-05 12:14:56,Flag,CLEAR IN TRACK SECTOR 5,,CLEAR,Sector,5.0,,7.0,2025,18
2025-10-05 12:14:57,Other,DRS ENABLED IN ZONE 1,,,,,,7.0,2025,18
2025-10-05 12:28:23,Other,CAR 87 (BEA) TIME 1:38.526 DELETED - TRACK LIMITS AT TURN 19 LAP 14 20:26:48,,,,,,16.0,2025,18
2025-10-05 13:04:13,Other,CAR 1 (VER) TIME 1:36.420 DELETED - TRACK LIMITS AT TURN 2 LAP 37 21:02:16,,,,,,38.0,2025,18
2025-10-05 13:05:29,Other,CAR 1 (VER) TIME 1:36.064 DELETED - TRACK LIMITS AT TURN 2 LAP 38 21:03:52,,,,,,39.0,2025,18
